,has_organizationID,has_name,has_description,has_addr:street,has_addr:housenumber,has_addr:postcode,has_municipality,has_fax,has_phone,has_email,has_website,has_socialNetwork,has_organizationType,has_category,has_hashtag,has_administrator,has_administratorRole,has_logo,has_foundationYear,has_administratorPhone,has_administratorAddress,has_fiscalCode
101,org_2208,Yomoyamabanashi - 4 Ciacere,"L'Associazione culturale Yomoyamabanashi – 4 ciacere 四方山話è la prima associazione a nascere in Trentino come strumento di integrazione culturale italogiapponese. Attività dell'associazione: corsi di lingua, corsi di cucina, proiezioni cinematografiche, partecipazione ad eventi culturali e artistici, organizzazione di incontri/dibattiti, promozione della cultura giapponese in Trentino, supporto/consulenza a stranieri giapponesi che vivono a Trento e dintorni.", Via delle Ghiaie,20,38122,Trento,,345 7866166,info@yomoyamabanashi.it,,www.facebook.com/yomoyamabanashi,,"Scienze sociali
Cultura dei popoli",giappone,Giulia Ancona,Presidente,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/yomoyamabanashi-4-ciacere/5697262-5-ita-IT/Yomoyamabanashi-4-Ciacere.png,2008,,,
102,org_2265,Associazione Sportiva Dilettantistica Black Angels,"L'A.S.D. Black Angels ha come proprio scopo la promozione e la valorizzazione della disciplina sportiva della pallavolo.L'associazione nasce nell'estate del 2006 per volontà di un gruppo di amici che amano la pallavolo e vogliono condividere la loro passione con altri ragazzi e ragazze, dando a tutti la possibilità di confrontarsi con altre squadre a livello amatoriale. La squadra partecipa, fin dalla sua fondazione, al campionato UISP e successivamente al campionato organizzato dal CSI, ottenendo negli anni buoni risultati (ad. es. la promozione nel campionato di eccellenza nella stagione 2011/2013).L'associazione è sempre pronta ad accogliere persone volenterose e con una minima esperienza nel gioco della pallavolo per condividere insieme questa splendida passione.",Via della Croce,,38123,Trento,,,,,,,"Sport
Pallavolo",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/associazione-sportiva-dilettantistica-black-angels/5698207-2-ita-IT/Associazione-Sportiva-Dilettantistica-Black-Angels.jpg,2006,,,
103,org_2273,Smile Sport Academy - Società Sportiva dilettantistica,"La Smile Sports Academy S.r.l. è una società sportiva dilettantistica di Trento che da 10 anni promuove la ginnastica artistica e ritmica nel Trentino. Nata nel 2003 come Smile A.s.d., dalla passione della sua fondatrice Elisa Mazzucchi,ex-atleta federale e dott.ssa in scienze motorie, dal 2012 si è trasformata in una società i cui soci Sara Trucchi, Valentina Vulcan e Serena Gaiardo condividono il sogno di far crescere la ginnastica nella provincia.Ogni anno siamo attivi nell'organizzazione di eventi sportivi per favorire l'incontro tra gli atleti; abbiamo avuto anche ospiti d'onore d'eccellenza come la farfalla olimpica Elisa Santoni e la compagnia di ballerine ex-ginnaste Rhyth.mix. A fine stagione si tiene sempre il grande e colorato Saggio finale.La Smile propone un percorso formativo completo che va dall' attività motoria di base, improntata sul gioco e rivolta ai più piccoli, ai primi fondamenti tecnici della ritmica e dell'artistica, fino allo sport preagonistico e agonistico per i più appassionati. La ginnastica artistica, che unisce lavoro a corpo libero e ai grandi attrezzi è una disciplina sportiva completa che sviluppa la tonicità muscolare e l'agilità, in modo divertente e dinamico. E' salutare e adatta a tutti in quanto allena il corpo in ogni sua parte. La ritmica invece è una disciplina esclusivamente femminile che fonde all'armonioso movimento del corpo l'utilizzo dei piccoli attrezzi: fune, palla, cerchio, clavette e nastro. Sviluppa soprattutto l'elasticità, l'eleganza e la destrezza.Per informazioni rivolgersi alla segreteria in via Guardini 4 a Trento oppure chiamare il numero telefonico 0461/1821219.",Via Romano Guardini,,38121,Trento,,,,http://www.sportsmile.net,,,"Sport
Ginnastica",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/smile-sport-academy-societa-sportiva-dilettantistica/5698354-2-ita-IT/Smile-Sport-Academy-Societa-Sportiva-dilettantistica.jpg,2008,,,
104,org_2339,Associazione L.E.D. Laboratorio di Educazione al Dialogo,"ATTIVITA'


 CORSI, SEMINARI, CONVEGNI, GRUPPI DI LAVORO, CAFFE, DIBATTITI


FINALITA'


Formare quanti operano per la valorizzazione e la promozione della persona, nella professione, nel volontariato, nella vita corrente

Aiutare la persona a ritrovare la consapevolezza di sé e l’autenticità nelle relazioni interpersonali, con particolare attenzione a coloro che incontrano difficoltà economiche o culturali

Diffondere l’Approccio Centrato sulla Persona di Carl Rogers e della Psicologia Umanistica nel suo complesso.


  DESTINATARI:Operatori sociali e sanitari, volontari, insegnanti, psicologi, educatori, genitori, coppie, religiosi e operatori pastorali, professionisti nella relazione di aiuto e quanti sono interessati ad un miglioramento della qualità delle relazioni interpersonali.",,,38121,Trento,,0461 268873,led@vsi.it,,,,"Scienze sociali
Formazione ed educazione
Psicologia e pedagogia",,,,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/associazione-l.e.d.-laboratorio-di-educazione-al-dialogo/5699572-4-ita-IT/Associazione-L.E.D.-Laboratorio-di-Educazione-al-Dialogo.png,2009,,,
105,org_1375,Gruppo Sportivo Sordi Trentini - A.S.D.,Associazione Sportiva Dilettantistica che ha per scopo la diffusione delle attività sportive fra i sordi della provincia di Trento ed è finalizzata a promuovere ed organizzare attività e manifestazioni sportive agonistiche e associative di tempo libero.,Via Piave,,38122,Trento,,,,,,,Sport,,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/gruppo-sportivo-sordi-trentini-a.s.d/5681932-4-ita-IT/Gruppo-Sportivo-Sordi-Trentini-A.S.D.png,2008,,,
106,org_1377,Gruppo Sportivo Dilettantistico Equitazione Trento,"Il GSD Equitazione Trento è una Scuola di equitazione riconosciuta ed affiliata alla Federazione Italiana Sport Equestri. Sono presenti: n. 1 Istruttore Federale di II&deg; Liv., Tecnico di Equitazione di Campagna di II&deg; liv., Tecnico FISE specializzato in Riabilitazione Equestre, n. 1 Istruttore Federale di I&deg; Liv., Tecnico FISE Specializzato in Riabilitazione Equestre, n. 1 Istruttore Federale di I&deg; liv...I principali risultati agonistici: 1&deg; cl. Camp. Italiano Allievi emergenti, 3&deg; cl. Criterium Italiano S.O Young Rider partecipazione a Gran Premio delle Regioni Fieracavalli e Coppa del Presidente a Piazza di Siena (Roma), 1&deg; cl. Camp. Reg. Salto Ostacoli.L'associazione partecipa annualmente a circa 20 Concorsi Ippici Nazionali Salto Ostacoli (nel 2012: n. 13 primi posti, n. 8 secondi posti, n.7 terzi posti).L'associazione organizza: corsi di avvicinamento e conoscenza del cavallo a partire dai 6/7 anni con pony; corsi di volteggio (particolare ginnastica artistica a cavallo che sviluppa coordinazione motoria, forza e coraggio); corsi di equitazione di base per ragazzi ed adulti; corsi specifici di avviamento all'equitazione agonistica disciplina salto ostacoli e dressage; corsi FISE annuali per passaggio di patente e ottenimento patenti agonistiche, equitazione agonistica salto ostacoli e dressage; settimane a cavallo durante il periodo estivo; attività di Riabilitazione Equestre-volteggio terapeutico rivolta a soggetti con problematiche psichiche e comportamentali.",Via di Madonna Bianca,,38122,Trento,,,,http://www.gsdequitazionetrento.com,,,"Sport
Equitazione",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/gruppo-sportivo-dilettantistico-equitazione-trento/5681974-4-ita-IT/Gruppo-Sportivo-Dilettantistico-Equitazione-Trento.png,2008,,,
107,org_1405,ASD Solteri San Giorgio,, Via dei Solteri,66,38121,Trento,,,info@solterisangiorgio.it,http://www.solterisangiorgio.it/,https://it-it.facebook.com/pages/category/Amateur-Sports-Team/ASD-Solteri-San-Giorgio-Trento-1467300170165326/,,"Sport
Calcio
Pallavolo",,Livio Germano,Presidente,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/asd-solteri-san-giorgio/5682457-7-ita-IT/ASD-Solteri-San-Giorgio.png,2008,,,
108,org_1415,Gruppo Sportivo Marzola A.S.D.,"Società Sportiva fondata nel 1965 da un gruppo di appassionati dello sci di fondo. Nel 1970 è iniziata l'attività nel settore della pallavolo con squadre maschili e femminili. Le squadre hanno militato nei campionati giovanili e nelle serie ""C"" e ""B"" con ottimi risultati. In seguito ha fatto la scelta di seguire in modo particolare il settore femminile, iniziando con il minivolley. Dall'anno 2010 abbiamo ottenuto la certificazione federale di ""Scuola di Pallavolo"" e il ""certificato di qualità per attività giovanile"". Le atlete vengono seguite da allenatori qualificati e partecipano a campionati federali, in base all'età. Negli anni 2011/2012 e 2012/2013 la squadra U/18 ha vinto il campionato provinciale di categoria.Disciplina sportiva: Minivolley (dalla 1^ alla 5^ elementare maschile e femminile) &ndash; Pallavolo (dalla 1^ media in poi solo settore femminile).",Via Don Tommaso Dallafior,,38123,Trento,,,,http://www.gsmarzola.it,,,"Sport
Pallavolo",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/gruppo-sportivo-marzola-a.s.d/5682646-2-ita-IT/Gruppo-Sportivo-Marzola-A.S.D.jpg,1965,,,
109,org_1445,A.S.D. Il Quinto Sigillo,"L'Associazione, operativa dal 2004 in Trentino, promuove il miglioramento delle condizioni psico-fisiche e delle stile di vita delle persone, con percorsi e progetti teorico-pratici legati alla formazione negli ambiti delle discipline Orientali e nel campo delle Neuroscienze. E' punto di riferimento per il Trentino-Alto Adige della Scuola nazionale di Shiatsu NIMA con una formazione triennale, organizza inoltre corsi di TAI-CHI e di KI-GONG.Dal 2010 nell'ambito dello studio delle neuro-scienze organizza corsi di Theta-Healing.Discipline sportive:


Shiatsu: la Scuola di formazione triennale è articolata in 8 week-end (uno al mese) per anno formativo, con sessione d'esame finale per l'ammissione allo step successivo;

Ki-Gong: disciplina Orientale sulla quale si sono evolute tutte le arti marziali, basata sull'arte dell'osservazione della natura con gesti e movimenti armoniosi.

Tai-chi: discilplina Orientale che coniuga movimento, percezione, armonia del corpo e della mente collegata;

Theta Healing: sviluppo e comprensione del potenziale della mente umana con esercizi guidati e tecniche appropriate.


",Via al Castel di San Rocco,,38123,Trento,,,,http://www.ilquintosigillo.it,,,"Sport
Discipline orientali",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/a.s.d.-il-quinto-sigillo/5683087-5-ita-IT/A.S.D.-Il-Quinto-Sigillo.png,2004,,,
110,org_1524,A.S.D. Judo Team Gardolo e Cognola,"Fondata nel 1988 dal 1989 è affiliata alla FSN-F.I.J.L.K.A.M. L'associazione svolge l'attività nella disciplina dello judo e lo staff tecnico è composto da tecnici federali. L'attività svolta è a livello Nazionale con la partecipazione ai vari campionati Italiani di categoria e assoluti. Il circuito di tornei a cui gli atleti partecipano varia da tornei Nazionali ad Internazinali. Nel corso degli anni sono giunte anche medaglie importanti.Da vent'anni l'associazione organizza un trofeo giovanile in due giornate a cui partecipano circa 400 atleti per edizione. Nel 2012 il CONI conferisce alla società la Stella di Bronzo al Merito Sportivo. L'associazione partecipa poi attivamente al Progetto Scuola del Comune di Trento, portando i suoi tecnici in tantissime classi.Il principio base del Judo è conosciuto universalmente attraverso le parole stesse del suo fondatore Jigoro Kano: ""La flessibilità può neutralizzare la forza bruta"". La parola JU-DO infatti è composta da due ideogrammi: ""JU"" significa flessibilità-non resistenza-dolcezza e ""DO"" si traduce con cammino-via. Judo è quindi ""la via di non resistenza"" o ""la via della flessibilità"", il cammino che conduce ad una vita equilibrata utilizzando un metodo di educazione fisica e mentale basato su una disciplina di combattimento a mani nude. Jigoro Kano ha espresso due massime basilari che dirigono la vita del judo: ""Seryoku zenhyo"" - il miglior uso dell'energia, fisica e morale - e "" Ji ta kyò ei"" - amicizia e mutua prosperità. Esse sono l'essenza di quello che lo studio del Judo può dare all'individuo e alla società: al primo come preparazione fisica ed educazione del carattere, alla seconda come scuola formativa di uomini e donne preparati a lottare equilibratamente per la vita nel rispetto della personalità dei propri simili.Le sedi dove viene svolta l'attività sono il Centro Sportivo TN-NORD in via IV Novembre a Gardolo e la palestra delle scuole medie dell'Argentario a Cognola in via Ponte Alto.",Via Sant'Anna,,38121,Trento,,,,http://www.judoteamgc.it,,,"Sport
Arti marziali",,,,/var/comunetn/storage/images/aree-tematiche/sport/associazioni/a.s.d.-judo-team-gardolo-e-cognola/5684578-6-ita-IT/A.S.D.-Judo-Team-Gardolo-e-Cognola.png,1988,,,
111,org_1590,Lega Mario Pasi Gigino Battisti ,Lega Pasi Battisti,,,38122,Trento,0461911003,0461911003,info@legapasibattisti.it,,,,Volontariato e solidarietà,,,,,2008,,,
112,org_1726,NOI Trento, ,,,38122,Trento,0461/891140,0461/891203,trento@noiassociazione.it,,,,"Volontariato e solidarietà
Assistenza
Formazione personale",,,,/var/comunetn/storage/images/citta/servizi/associazioni/noi-trento/5688232-2-ita-IT/NOI-Trento.jpg,2008,,,
113,org_1786,"Parkinson Trento onlus, Associazione","Costituisce un punto di riferimento valido e concreto per dare voce e risposta alle necessità della persona con Parkinson e dei suoi familiari, con particolar attenzione a ciascuna persona nella sua globalità.Crea occasioni favorevoli per aiutarli ad uscire dall'isolamento in cui spesso si trovano.Le attività che svolge sono: attività motoria in palestra e piscina, incontri di gruppo e individuali con lo psicologo, attività corale, incontri informativi con specialisti.", Via Fratelli Bronzetti,,38122,Trento,,0461931943,parkinson.trento@gmail.com,http://www.parkinson-trento.it,,,"Volontariato e solidarietà
Assistenza",,Bayr Andreanna,Presidente,/var/comunetn/storage/images/ulteriori-sezioni/area-riservata/associazioni-urp/associazioni/parkinson-trento-onlus-associazione/5689324-4-ita-IT/Parkinson-Trento-onlus-Associazione.jpg,2018,,,
114,org_124,Associazione AMA -  Auto Mutuo Aiuto,"L’Associazione A.M.A. promuove gruppi di auto mutuo aiuto in diversi ambiti (depressione, ansia/attacchi di panico, autostima, dipendenza da gioco d’azzardo, elaborazione del lutto, separazione, sovrappeso, disassuefazione da fumo, …) e su tutto il territorio provinciale.I gruppi permettono a persone accomunate dalla stessa esperienza di incontrarsi, conoscersi e confrontarsi in una dimensione di scambio e reciproco sostegno, in un clima di ascolto, rispetto e riservatezza.",,,38122,Trento,0461222951,0461239640,ama.trento@tin.it,,,,"Volontariato e solidarietà
Assistenza","famiglia,famiglie",,,/var/comunetn/storage/images/aree-tematiche/politiche-sociali-e-abitative/famiglia-e-minori/associazioni/associazione-ama-auto-mutuo-aiuto/5653809-2-ita-IT/Associazione-AMA-Auto-Mutuo-Aiuto.gif,2008,,,
115,org_84498,Gruppo Modellistico Trentino di Studio e Ricerca Storica,Gruppo Modellistico Trentino di Studio e Ricerca Storica,,,38121,Trento,,333 2685578,info@gmtmodellismo.it,,,,"Arte
Arti minori e artigianato",,,,/var/comunetn/storage/images/citta/servizi/associazioni/gruppo-modellistico-trentino-di-studio-e-ricerca-storica/5271451-2-ita-IT/Gruppo-Modellistico-Trentino-di-Studio-e-Ricerca-Storica.jpg,2008,,,
116,org_96601,I Musici Cantori,"I Musici Cantori hanno iniziato la propria attività nel 1977, sotto la guida del maestro Silvio Filippi al quale è succeduto il figlio, maestro Sandro Filippi. Il Coro ha partecipato a varie tournée in Italia ed all'estero (Ungheria, Spagna, Cecoslovacchia, Francia, Germania), a rassegne (Incontri Polifonici Internazionali di Pescara, Nuoro, Aosta, Loreto, Pordenone), Festivals e Stagioni concertistiche (Musica Sacra a Novara, Trento e Bolzano, Musica 900 a Trento, Musica Riva, VI Stagione di Syntagma a Milano, Amici della musica di Verona, Società Filarmonica di Trento, all'VIII Ottobre corale in S. Bernardino a Verona), per la Fondazione Palestrina, a concorsi nazionali ed internazionali, (Arezzo, Tours, Stresa, Vittorio Veneto, Adria, Casale Monferrato) conseguendo numerosi risultati tra i quali tre primi, quattro secondi e due terzi premi.In collaborazione con varie orchestre - Haydn di Bolzano e Trento, Junge Schweizer Philharmonie, I Virtuosi Italiani.Ha preso parte all'esecuzione di lavori di grande impegno quali il Magnificat in Re maggiore di Bach, i Quattro pezzi sacri di Verdi, la Sinfonia di Salmi di Strawinsky, il War Requiem di Britten, i Requiem di Fauré, Cherubini, Duruflé e Verdi, il Psalmus Hungaricus di Kodaly, la Messa in Mi bemolle maggiore di Hummel ed altri. Nel 1999, ha partecipato all'inaugurazione della 42&ordf; edizione di Spoleto Festival.Il coro ha recentemente promosso un convegno di studi su Il lied solistico e corale da Schubert a Brahms ed un convegno dal tema L'opera corale a cappella fra Bartòk a Ligeti. Oltre all'esecuzione del repertorio classico si è fatto promotore della diffusione e valorizzazione del repertorio popolare sia nazionale che internazionale. Vari compositori (Dionisi, Chailly, Bettinelli, Zanolini, Mazza, Zuccante, Dardo, Montanari, Mascagni e Veneri) hanno espressamente dedicato al coro diverse elaborazioni di canti popolari. Ha inciso per le case discografiche Agorà, Bongiovanni e Nota riscuotendo lusinghieri consensi di pubblico e critica.
Dal 2004 il coro è diretto dal Maestro Mirko Vezzani, che si propone di conferire un'impronta più cameristica al complesso vocale con esecuzioni principalmente a cappella che mirano a valorizzare un tipo di vocalità e un repertorio di particolare raffinatezza, rivolto soprattutto ad autori del Novecento classico e contemporanei. I primi passi in tal senso sono stati mossi con la realizzazione di un programma di musica sacra e profana interamente dedicato alla figura di Jan Novàk nel ventennale della morte. Inoltre ha ideato un progetto che si propone di unire la musica corale con altre espressioni artistiche come la poesia e l'arte figurativa.Esso si è concretizzato con i programmi: ""Eventi di fede dipinti in musica"", nella primavera 2005, rivolto all'analogia tra arte e musica del Novecento e con ""Natività dipinta in musica"" del Natale 2005.Quest'ultimo programma è stato riproposto, con nuove edizioni, nel 2006 e nel 2007.
Nel 2007 I Musici Cantori hanno dato vita a ""I Viaggi della musica in Trentino"", un progetto che si propone di offrire una panoramica della musica corale dei più significativi compositori trentini contemporanei in unione a opere di grandi musicisti che hanno intrattenuto importanti relazioni con il nostro territorio nel corso della loro esistenza.
La direzione del coro è affidata al Maestro Mattia Culmone ",Via Carlo e Valeria Jülg,,38121,Trento,,,denycarloni@gmail.com,http://www.imusicicantori.it,https://www.facebook.com/groups/musici.cantori.trento/ ,,"Musica
Corale",,,,/var/comunetn/storage/images/citta/vivi-la-citta/associazioni/i-musici-cantori/5271491-6-ita-IT/I-Musici-Cantori.jpg,1977,,,
